wall_time_s,ros_time_s,network_profile,twin_stamp_s,real_stamp_s,aoi_s,aoi_twin_s,aoi_real_s,msg_dt_s,twin_joint1,twin_joint2,twin_joint3,twin_joint4,twin_joint5,twin_joint6,real_joint1,real_joint2,real_joint3,real_joint4,real_joint5,real_joint6,err_joint1,err_joint2,err_joint3,err_joint4,err_joint5,err_joint6,err_l2_rad,err_max_rad,n_twin,n_real,t_rel,twin_x,twin_y,twin_z,real_x,real_y,real_z,cart_err_m,twin_velocity_mps,real_velocity_mps,aoi_abs_s,k_aoi_eef_twin_m,k_aoi_eef_real_m,k_aoi_eef_max_m
1777126840.289787,1777126840.2897935,ideal,1777126840.12,1777126840.1817236,0.106681347,0.005684137,0.106681347,0.061723709,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,0.394127607,0.160513833,0.451122671,2.799515009,-0.352256328,-2.752536774,-0.394123227,-0.160429527,-0.451165653,-2.799505942,0.352258238,2.752536774,3.990288119,2.799505942,1,123,0.0,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.1670512728567755,0.06164065184555257,0.18596558338091046,0.10611246087870001,0.0,0.0,0.106681347,0.0,0.0,0.0
1777126840.3390925,1777126840.3391008,ideal,1777126840.12,1777126840.1817236,0.155986786,0.054989576,0.155986786,0.061723709,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,0.394127607,0.160513833,0.451122671,2.799515009,-0.352256328,-2.752536774,-0.394123227,-0.160429527,-0.451165653,-2.799505942,0.352258238,2.752536774,3.990288119,2.799505942,1,123,0.04930543899536133,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.1670512728567755,0.06164065184555257,0.18596558338091046,0.10611246087870001,0.0,0.0,0.155986786,0.0,0.0,0.0
1777126840.3891091,1777126840.3891196,ideal,1777126840.12,1777126840.383239,0.004513264,0.105006218,0.004513264,0.263239145,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,0.394127607,0.160513833,0.451122671,2.799515009,-0.352256328,-2.752536774,-0.394123227,-0.160429527,-0.451165653,-2.799505942,0.352258238,2.752536774,3.990288119,2.799505942,1,124,0.09932208061218262,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.1670512728567755,0.06164065184555257,0.18596558338091046,0.10611246087870001,0.0,0.0,0.004513264,0.0,0.0,0.0
1777126840.439044,1777126840.4390512,ideal,1777126840.12,1777126840.383239,0.054448128,0.154941082,0.054448128,0.263239145,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,0.394127607,0.160513833,0.451122671,2.799515009,-0.352256328,-2.752536774,-0.394123227,-0.160429527,-0.451165653,-2.799505942,0.352258238,2.752536774,3.990288119,2.799505942,1,124,0.14925694465637207,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.1670512728567755,0.06164065184555257,0.18596558338091046,0.10611246087870001,0.0,0.0,0.054448128,0.0,0.0,0.0
1777126840.4890924,1777126840.4890988,ideal,1777126840.12,1777126840.383239,0.104496479,0.204989433,0.104496479,0.263239145,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,0.394127607,0.160513833,0.451122671,2.799515009,-0.352256328,-2.752536774,-0.394123227,-0.160429527,-0.451165653,-2.799505942,0.352258238,2.752536774,3.990288119,2.799505942,1,124,0.19930529594421387,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.1670512728567755,0.06164065184555257,0.18596558338091046,0.10611246087870001,0.0,0.0040912932166076894,0.104496479,0.0,0.00042752573569208787,0.00042752573569208787
1777126840.5390348,1777126840.539041,ideal,1777126840.12,1777126840.383239,0.154438972,0.254931927,0.154438972,0.263239145,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,0.394127607,0.160513833,0.451122671,2.799515009,-0.352256328,-2.752536774,-0.394123227,-0.160429527,-0.451165653,-2.799505942,0.352258238,2.752536774,3.990288119,2.799505942,1,124,0.24924778938293457,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.1670512728567755,0.06164065184555257,0.18596558338091046,0.10611246087870001,0.0,0.0040912932166076894,0.154438972,0.0,0.0006318551185234649,0.0006318551185234649
1777126840.588917,1777126840.5889215,ideal,1777126840.12,1777126840.584617,0.003304482,0.3048141,0.003304482,0.464617014,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,0.39155817,0.159890652,0.447972238,2.788777113,-0.352016628,-2.73527956,-0.39155379,-0.159806346,-0.44801522,-2.788768046,0.352018538,2.73527956,3.970197553,2.788768046,1,125,0.2991299629211426,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.1666629331357035,0.060755440416285826,0.18563872613530408,0.10520648640852114,0.0,0.0040912932166076894,0.003304482,0.0,1.3519604791002212e-05,1.3519604791002212e-05
1777126840.6391788,1777126840.6391847,ideal,1777126840.12,1777126840.584617,0.053566217,0.355075836,0.053566217,0.464617014,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,0.39155817,0.159890652,0.447972238,2.788777113,-0.352016628,-2.73527956,-0.39155379,-0.159806346,-0.44801522,-2.788768046,0.352018538,2.73527956,3.970197553,2.788768046,1,125,0.3493916988372803,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.1666629331357035,0.060755440416285826,0.18563872613530408,0.10520648640852114,0.0,0.0040912932166076894,0.053566217,0.0,0.0002191551002514355,0.0002191551002514355
1777126840.689076,1777126840.689083,ideal,1777126840.12,1777126840.584617,0.103463411,0.40497303,0.103463411,0.464617014,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,0.39155817,0.159890652,0.447972238,2.788777113,-0.352016628,-2.73527956,-0.39155379,-0.159806346,-0.44801522,-2.788768046,0.352018538,2.73527956,3.970197553,2.788768046,1,125,0.3992888927459717,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.1666629331357035,0.060755440416285826,0.18563872613530408,0.10520648640852114,0.0,0.023088216960965253,0.103463411,0.0,0.002388785680689519,0.002388785680689519
1777126840.739326,1777126840.7393365,ideal,1777126840.12,1777126840.584617,0.153713465,0.455223083,0.153713465,0.464617014,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,0.39155817,0.159890652,0.447972238,2.788777113,-0.352016628,-2.73527956,-0.39155379,-0.159806346,-0.44801522,-2.788768046,0.352018538,2.73527956,3.970197553,2.788768046,1,125,0.4495389461517334,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.1666629331357035,0.060755440416285826,0.18563872613530408,0.10520648640852114,0.0,0.018996923744357564,0.153713465,0.0,0.002920082973085975,0.002920082973085975
