wall_time_s,ros_time_s,network_profile,twin_stamp_s,real_stamp_s,aoi_s,aoi_twin_s,aoi_real_s,msg_dt_s,twin_joint1,twin_joint2,twin_joint3,twin_joint4,twin_joint5,twin_joint6,real_joint1,real_joint2,real_joint3,real_joint4,real_joint5,real_joint6,err_joint1,err_joint2,err_joint3,err_joint4,err_joint5,err_joint6,err_l2_rad,err_max_rad,n_twin,n_real
1777045078.919760466,1777045078.919766903,ideal,1777045078.716000080,1777045078.860021830,0.058466434,0.019631624,0.058466434,0.144021749,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.113219284,-0.051683649,0.627599478,2.798748016,-0.438223153,-2.800090075,0.113223664,0.051767955,-0.627642459,-2.798738949,0.438225063,2.800090075,4.034218625,2.800090075,1,111
1777045078.969793797,1777045078.969800711,ideal,1777045078.716000080,1777045078.860021830,0.108499765,0.069664955,0.108499765,0.144021749,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.113219284,-0.051683649,0.627599478,2.798748016,-0.438223153,-2.800090075,0.113223664,0.051767955,-0.627642459,-2.798738949,0.438225063,2.800090075,4.034218625,2.800090075,1,111
1777045079.019968033,1777045079.019978046,ideal,1777045078.716000080,1777045078.860021830,0.158674002,0.119839191,0.158674002,0.144021749,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.113219284,-0.051683649,0.627599478,2.798748016,-0.438223153,-2.800090075,0.113223664,0.051767955,-0.627642459,-2.798738949,0.438225063,2.800090075,4.034218625,2.800090075,1,111
1777045079.069935560,1777045079.069945574,ideal,1777045078.716000080,1777045079.061420679,0.007299185,0.169806719,0.007299185,0.345420599,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.113219284,-0.051683649,0.627599478,2.798748016,-0.438223153,-2.800090075,0.113223664,0.051767955,-0.627642459,-2.798738949,0.438225063,2.800090075,4.034218625,2.800090075,1,112
1777045079.119823217,1777045079.119831085,ideal,1777045078.716000080,1777045079.061420679,0.057186842,0.219694376,0.057186842,0.345420599,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.113219284,-0.051683649,0.627599478,2.798748016,-0.438223153,-2.800090075,0.113223664,0.051767955,-0.627642459,-2.798738949,0.438225063,2.800090075,4.034218625,2.800090075,1,112
1777045079.169826984,1777045079.169833660,ideal,1777045078.716000080,1777045079.061420679,0.107190609,0.269698143,0.107190609,0.345420599,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.113219284,-0.051683649,0.627599478,2.798748016,-0.438223153,-2.800090075,0.113223664,0.051767955,-0.627642459,-2.798738949,0.438225063,2.800090075,4.034218625,2.800090075,1,112
1777045079.219796181,1777045079.219801903,ideal,1777045078.716000080,1777045079.061420679,0.157159805,0.319667339,0.157159805,0.345420599,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.113219284,-0.051683649,0.627599478,2.798748016,-0.438223153,-2.800090075,0.113223664,0.051767955,-0.627642459,-2.798738949,0.438225063,2.800090075,4.034218625,2.800090075,1,112
1777045079.269935131,1777045079.269959450,ideal,1777045078.716000080,1777045079.262913942,0.005373955,0.369806290,0.005373955,0.546913862,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.112697735,-0.051668309,0.622297645,2.784366846,-0.436545372,-2.778230906,0.112702115,0.051752615,-0.622340626,-2.784357779,0.436547282,2.778230906,4.008051483,2.784357779,1,113
1777045079.320030451,1777045079.320040226,ideal,1777045078.716000080,1777045079.262913942,0.055469275,0.419901609,0.055469275,0.546913862,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.112697735,-0.051668309,0.622297645,2.784366846,-0.436545372,-2.778230906,0.112702115,0.051752615,-0.622340626,-2.784357779,0.436547282,2.778230906,4.008051483,2.784357779,1,113
1777045079.369982481,1777045079.369992018,ideal,1777045078.716000080,1777045079.262913942,0.105421305,0.469853640,0.105421305,0.546913862,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.112697735,-0.051668309,0.622297645,2.784366846,-0.436545372,-2.778230906,0.112702115,0.051752615,-0.622340626,-2.784357779,0.436547282,2.778230906,4.008051483,2.784357779,1,113
1777045079.419963121,1777045079.419973850,ideal,1777045078.716000080,1777045079.262913942,0.155401945,0.519834280,0.155401945,0.546913862,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.112697735,-0.051668309,0.622297645,2.784366846,-0.436545372,-2.778230906,0.112702115,0.051752615,-0.622340626,-2.784357779,0.436547282,2.778230906,4.008051483,2.784357779,1,113
1777045079.469942093,1777045079.469964743,ideal,1777045078.716000080,1777045079.464568615,0.002543449,0.569813251,0.002543449,0.748568535,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.108665280,-0.050107483,0.600681961,2.691944599,-0.422004521,-2.686000347,0.108669660,0.050191789,-0.600724942,-2.691935532,0.422006431,2.686000347,3.874842315,2.691935532,1,114
1777045079.520036936,1777045079.520050049,ideal,1777045078.716000080,1777045079.464568615,0.052638292,0.619908094,0.052638292,0.748568535,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.108665280,-0.050107483,0.600681961,2.691944599,-0.422004521,-2.686000347,0.108669660,0.050191789,-0.600724942,-2.691935532,0.422006431,2.686000347,3.874842315,2.691935532,1,114
1777045079.569911003,1777045079.569920778,ideal,1777045078.716000080,1777045079.464568615,0.102512360,0.669782162,0.102512360,0.748568535,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.108665280,-0.050107483,0.600681961,2.691944599,-0.422004521,-2.686000347,0.108669660,0.050191789,-0.600724942,-2.691935532,0.422006431,2.686000347,3.874842315,2.691935532,1,114
1777045079.619950533,1777045079.619960785,ideal,1777045078.716000080,1777045079.464568615,0.152551889,0.719821692,0.152551889,0.748568535,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.108665280,-0.050107483,0.600681961,2.691944599,-0.422004521,-2.686000347,0.108669660,0.050191789,-0.600724942,-2.691935532,0.422006431,2.686000347,3.874842315,2.691935532,1,114
1777045079.669773817,1777045079.669785976,ideal,1777045078.716000080,1777045079.666240215,0.001801014,0.769644976,0.001801014,0.950240135,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.104395062,-0.048065372,0.577697158,2.584565878,-0.404427648,-2.580730915,0.104399442,0.048149678,-0.577740139,-2.584556811,0.404429557,2.580730915,3.721648900,2.584556811,1,115
1777045079.720074415,1777045079.720083714,ideal,1777045078.716000080,1777045079.666240215,0.052101612,0.819945574,0.052101612,0.950240135,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.104395062,-0.048065372,0.577697158,2.584565878,-0.404427648,-2.580730915,0.104399442,0.048149678,-0.577740139,-2.584556811,0.404429557,2.580730915,3.721648900,2.584556811,1,115
1777045079.769884825,1777045079.769893646,ideal,1777045078.716000080,1777045079.666240215,0.101912022,0.869755983,0.101912022,0.950240135,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.104395062,-0.048065372,0.577697158,2.584565878,-0.404427648,-2.580730915,0.104399442,0.048149678,-0.577740139,-2.584556811,0.404429557,2.580730915,3.721648900,2.584556811,1,115
1777045079.819909096,1777045079.819917917,ideal,1777045078.716000080,1777045079.666240215,0.151936293,0.919780254,0.151936293,0.950240135,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.104395062,-0.048065372,0.577697158,2.584565878,-0.404427648,-2.580730915,0.104399442,0.048149678,-0.577740139,-2.584556811,0.404429557,2.580730915,3.721648900,2.584556811,1,115
1777045079.870069981,1777045079.870076895,ideal,1777045078.716000080,1777045079.867766619,0.000468016,0.969941139,0.000468016,1.151766539,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.100308925,-0.046159398,0.555151463,2.485815763,-0.387889415,-2.481597424,0.100313305,0.046243704,-0.555194444,-2.485806696,0.387891325,2.481597424,3.578891238,2.485806696,1,116
1777045079.920033693,1777045079.920042753,ideal,1777045078.716000080,1777045079.867766619,0.050431728,1.019904852,0.050431728,1.151766539,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.100308925,-0.046159398,0.555151463,2.485815763,-0.387889415,-2.481597424,0.100313305,0.046243704,-0.555194444,-2.485806696,0.387891325,2.481597424,3.578891238,2.485806696,1,116
1777045079.969797134,1777045079.969802856,ideal,1777045078.716000080,1777045079.867766619,0.100195169,1.069668293,0.100195169,1.151766539,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.100308925,-0.046159398,0.555151463,2.485815763,-0.387889415,-2.481597424,0.100313305,0.046243704,-0.555194444,-2.485806696,0.387891325,2.481597424,3.578891238,2.485806696,1,116
1777045080.020004272,1777045080.020015717,ideal,1777045078.716000080,1777045079.867766619,0.150402308,1.119875431,0.150402308,1.151766539,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.100308925,-0.046159398,0.555151463,2.485815763,-0.387889415,-2.481597424,0.100313305,0.046243704,-0.555194444,-2.485806696,0.387891325,2.481597424,3.578891238,2.485806696,1,116
1777045080.069924593,1777045080.069935560,ideal,1777045078.716000080,1777045079.867766619,0.200322628,1.169795752,0.200322628,1.151766539,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.100308925,-0.046159398,0.555151463,2.485815763,-0.387889415,-2.481597424,0.100313305,0.046243704,-0.555194444,-2.485806696,0.387891325,2.481597424,3.578891238,2.485806696,1,116
1777045080.119953156,1777045080.119963408,ideal,1777045078.716000080,1777045080.069257975,0.048970938,1.219824314,0.048970938,1.353257895,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.096247710,-0.044109616,0.532684445,2.384956598,-0.372389823,-2.380162954,0.096252090,0.044193922,-0.532727427,-2.384947531,0.372391733,2.380162954,3.433197067,2.384947531,1,117
1777045080.169816494,1777045080.169825792,ideal,1777045078.716000080,1777045080.069257975,0.098834276,1.269687653,0.098834276,1.353257895,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.096247710,-0.044109616,0.532684445,2.384956598,-0.372389823,-2.380162954,0.096252090,0.044193922,-0.532727427,-2.384947531,0.372391733,2.380162954,3.433197067,2.384947531,1,117
1777045080.220007420,1777045080.220018625,ideal,1777045078.716000080,1777045080.069257975,0.149025202,1.319878578,0.149025202,1.353257895,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.096247710,-0.044109616,0.532684445,2.384956598,-0.372389823,-2.380162954,0.096252090,0.044193922,-0.532727427,-2.384947531,0.372391733,2.380162954,3.433197067,2.384947531,1,117
1777045080.269779205,1777045080.269785643,ideal,1777045078.716000080,1777045080.069257975,0.198796988,1.369650364,0.198796988,1.353257895,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.096247710,-0.044109616,0.532684445,2.384956598,-0.372389823,-2.380162954,0.096252090,0.044193922,-0.532727427,-2.384947531,0.372391733,2.380162954,3.433197067,2.384947531,1,117
1777045080.319912195,1777045080.319920301,ideal,1777045080.279000044,1777045080.270685434,0.048111916,0.011189461,0.048111916,-0.008314610,-0.113609567,-0.050155152,0.626154065,2.797969580,-0.438297272,-2.800090551,-0.092077196,-0.042138454,0.509749472,2.281604767,-0.357050002,-2.277194500,-0.021532372,-0.008016698,0.116404593,0.516364813,-0.081247270,-0.522896051,0.748820378,0.522896051,2,118
1777045080.369710445,1777045080.369715452,ideal,1777045080.361999989,1777045080.270685434,0.097910166,0.006579876,0.097910166,-0.091314554,-0.113619111,-0.050151695,0.626150429,2.797984362,-0.438301504,-2.800090551,-0.092077196,-0.042138454,0.509749472,2.281604767,-0.357050002,-2.277194500,-0.021541916,-0.008013241,0.116400957,0.516379595,-0.081251502,-0.522896051,0.748830703,0.522896051,5,118
1777045080.419716597,1777045080.419721603,ideal,1777045080.394999981,1777045080.270685434,0.147916317,0.023107767,0.147916317,-0.124314547,-0.113620549,-0.050151154,0.626149893,2.797986507,-0.438302130,-2.800090551,-0.092077196,-0.042138454,0.509749472,2.281604767,-0.357050002,-2.277194500,-0.021543354,-0.008012701,0.116400421,0.516381741,-0.081252128,-0.522896051,0.748832203,0.522896051,6,118
