wall_time_s,ros_time_s,network_profile,twin_stamp_s,real_stamp_s,aoi_s,aoi_twin_s,aoi_real_s,msg_dt_s,twin_joint1,twin_joint2,twin_joint3,twin_joint4,twin_joint5,twin_joint6,real_joint1,real_joint2,real_joint3,real_joint4,real_joint5,real_joint6,err_joint1,err_joint2,err_joint3,err_joint4,err_joint5,err_joint6,err_l2_rad,err_max_rad,n_twin,n_real,t_rel,twin_x,twin_y,twin_z,real_x,real_y,real_z,cart_err_m,twin_velocity_mps,real_velocity_mps,aoi_abs_s,k_aoi_eef_twin_m,k_aoi_eef_real_m,k_aoi_eef_max_m
1777045078.9197605,1777045078.919767,ideal,1777045078.716,1777045078.8600218,0.058466434,0.019631624,0.058466434,0.144021749,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,-0.113219284,-0.051683649,0.627599478,2.798748016,-0.438223153,-2.800090075,0.113223664,0.051767955,-0.627642459,-2.798738949,0.438225063,2.800090075,4.034218625,2.800090075,1,111,0.0,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.21406671127077814,-0.03331341921311343,0.2612800820094241,0.16988355782367884,0.0,0.0,0.058466434,0.0,0.0,0.0
1777045078.9697936,1777045078.9698007,ideal,1777045078.716,1777045078.8600218,0.108499765,0.069664955,0.108499765,0.144021749,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,-0.113219284,-0.051683649,0.627599478,2.798748016,-0.438223153,-2.800090075,0.113223664,0.051767955,-0.627642459,-2.798738949,0.438225063,2.800090075,4.034218625,2.800090075,1,111,0.0500330924987793,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.21406671127077814,-0.03331341921311343,0.2612800820094241,0.16988355782367884,0.0,0.0,0.108499765,0.0,0.0,0.0
1777045079.019968,1777045079.019978,ideal,1777045078.716,1777045078.8600218,0.158674002,0.119839191,0.158674002,0.144021749,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,-0.113219284,-0.051683649,0.627599478,2.798748016,-0.438223153,-2.800090075,0.113223664,0.051767955,-0.627642459,-2.798738949,0.438225063,2.800090075,4.034218625,2.800090075,1,111,0.10020756721496582,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.21406671127077814,-0.03331341921311343,0.2612800820094241,0.16988355782367884,0.0,0.0,0.158674002,0.0,0.0,0.0
1777045079.0699356,1777045079.0699456,ideal,1777045078.716,1777045079.0614207,0.007299185,0.169806719,0.007299185,0.345420599,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,-0.113219284,-0.051683649,0.627599478,2.798748016,-0.438223153,-2.800090075,0.113223664,0.051767955,-0.627642459,-2.798738949,0.438225063,2.800090075,4.034218625,2.800090075,1,112,0.1501750946044922,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.21406671127077814,-0.03331341921311343,0.2612800820094241,0.16988355782367884,0.0,0.0,0.007299185,0.0,0.0,0.0
1777045079.1198232,1777045079.119831,ideal,1777045078.716,1777045079.0614207,0.057186842,0.219694376,0.057186842,0.345420599,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,-0.113219284,-0.051683649,0.627599478,2.798748016,-0.438223153,-2.800090075,0.113223664,0.051767955,-0.627642459,-2.798738949,0.438225063,2.800090075,4.034218625,2.800090075,1,112,0.20006275177001953,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.21406671127077814,-0.03331341921311343,0.2612800820094241,0.16988355782367884,0.0,0.0,0.057186842,0.0,0.0,0.0
1777045079.1698267,1777045079.1698337,ideal,1777045078.716,1777045079.0614207,0.107190609,0.269698143,0.107190609,0.345420599,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,-0.113219284,-0.051683649,0.627599478,2.798748016,-0.438223153,-2.800090075,0.113223664,0.051767955,-0.627642459,-2.798738949,0.438225063,2.800090075,4.034218625,2.800090075,1,112,0.25006628036499023,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.21406671127077814,-0.03331341921311343,0.2612800820094241,0.16988355782367884,0.0,0.005412535645692149,0.107190609,0.0,0.0005801729920959497,0.0005801729920959497
1777045079.219796,1777045079.219802,ideal,1777045078.716,1777045079.0614207,0.157159805,0.319667339,0.157159805,0.345420599,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,-0.113219284,-0.051683649,0.627599478,2.798748016,-0.438223153,-2.800090075,0.113223664,0.051767955,-0.627642459,-2.798738949,0.438225063,2.800090075,4.034218625,2.800090075,1,112,0.3000354766845703,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.21406671127077814,-0.03331341921311343,0.2612800820094241,0.16988355782367884,0.0,0.005412535645692149,0.157159805,0.0,0.0008506330466325272,0.0008506330466325272
1777045079.2699351,1777045079.2699594,ideal,1777045078.716,1777045079.262914,0.005373955,0.36980629,0.005373955,0.546913862,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,-0.112697735,-0.051668309,0.622297645,2.784366846,-0.436545372,-2.778230906,0.112702115,0.051752615,-0.622340626,-2.784357779,0.436547282,2.778230906,4.008051483,2.784357779,1,113,0.3501746654510498,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.21328315962692335,-0.033438252303807564,0.26017933539099264,0.1686247908699206,0.0,0.005412535645692149,0.005373955,0.0,2.9086722995845547e-05,2.9086722995845547e-05
1777045079.3200305,1777045079.3200402,ideal,1777045078.716,1777045079.262914,0.055469275,0.419901609,0.055469275,0.546913862,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,-0.112697735,-0.051668309,0.622297645,2.784366846,-0.436545372,-2.778230906,0.112702115,0.051752615,-0.622340626,-2.784357779,0.436547282,2.778230906,4.008051483,2.784357779,1,113,0.4002699851989746,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.21328315962692335,-0.033438252303807564,0.26017933539099264,0.1686247908699206,0.0,0.005412535645692149,0.055469275,0.0,0.00030022942817820036,0.00030022942817820036
1777045079.3699825,1777045079.369992,ideal,1777045078.716,1777045079.262914,0.105421305,0.46985364,0.105421305,0.546913862,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,-0.112697735,-0.051668309,0.622297645,2.784366846,-0.436545372,-2.778230906,0.112702115,0.051752615,-0.622340626,-2.784357779,0.436547282,2.778230906,4.008051483,2.784357779,1,113,0.4502220153808594,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.21328315962692335,-0.033438252303807564,0.26017933539099264,0.1686247908699206,0.0,0.025972791455683736,0.105421305,0.0,0.0027380855697510293,0.0027380855697510293
1777045079.4199631,1777045079.4199739,ideal,1777045078.716,1777045079.262914,0.155401945,0.51983428,0.155401945,0.546913862,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,-0.112697735,-0.051668309,0.622297645,2.784366846,-0.436545372,-2.778230906,0.112702115,0.051752615,-0.622340626,-2.784357779,0.436547282,2.778230906,4.008051483,2.784357779,1,113,0.5002026557922363,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.21328315962692335,-0.033438252303807564,0.26017933539099264,0.1686247908699206,0.0,0.020560255809991587,0.155401945,0.0,0.0031951037425702435,0.0031951037425702435
1777045079.469942,1777045079.4699647,ideal,1777045078.716,1777045079.4645686,0.002543449,0.569813251,0.002543449,0.748568535,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,-0.10866528,-0.050107483,0.600681961,2.691944599,-0.422004521,-2.686000347,0.10866966,0.050191789,-0.600724942,-2.691935532,0.422006431,2.686000347,3.874842315,2.691935532,1,114,0.5501816272735596,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.21081429552469955,-0.03419153872492074,0.2557368914052559,0.16413504098745163,0.0,0.020560255809991587,0.002543449,0.0,5.22939620796673e-05,5.22939620796673e-05
1777045079.5200367,1777045079.52005,ideal,1777045078.716,1777045079.4645686,0.052638292,0.619908094,0.052638292,0.748568535,4.38e-06,8.4306e-05,-4.2982e-05,9.067e-06,1.91e-06,0.0,-0.10866528,-0.050107483,0.600681961,2.691944599,-0.422004521,-2.686000347,0.10866966,0.050191789,-0.600724942,-2.691935532,0.422006431,2.686000347,3.874842315,2.691935532,1,114,0.6002762317657471,0.08697983045896918,3.809727397977429e-07,0.15357892759809322,0.21081429552469955,-0.03419153872492074,0.2557368914052559,0.16413504098745163,0.0,0.020560255809991587,0.052638292,0.0,0.0010822567489210337,0.0010822567489210337
