wall_time_s,ros_time_s,network_profile,twin_stamp_s,real_stamp_s,aoi_s,aoi_twin_s,aoi_real_s,msg_dt_s,twin_joint1,twin_joint2,twin_joint3,twin_joint4,twin_joint5,twin_joint6,real_joint1,real_joint2,real_joint3,real_joint4,real_joint5,real_joint6,err_joint1,err_joint2,err_joint3,err_joint4,err_joint5,err_joint6,err_l2_rad,err_max_rad,n_twin,n_real
1776870378.893592596,1776870378.893598557,ideal,1776870378.654999971,1776870378.743889809,0.148042440,0.010188580,0.148042440,0.088889837,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.040736776,0.463080049,-0.000575243,0.319499433,-0.000575243,0.000282414,-0.040652470,-0.463123030,0.000584310,-0.319497523,0.000575243,0.564105472,0.463123030,1,103
1776870378.943729639,1776870378.943737745,ideal,1776870378.654999971,1776870378.743889809,0.198179483,0.060325623,0.198179483,0.088889837,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.040736776,0.463080049,-0.000575243,0.319499433,-0.000575243,0.000282414,-0.040652470,-0.463123030,0.000584310,-0.319497523,0.000575243,0.564105472,0.463123030,1,103
1776870378.993719339,1776870378.993727446,ideal,1776870378.654999971,1776870378.945548534,0.046649456,0.110315323,0.046649456,0.290548563,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.040736776,0.463080049,-0.000575243,0.319499433,-0.000575243,0.000282414,-0.040652470,-0.463123030,0.000584310,-0.319497523,0.000575243,0.564105472,0.463123030,1,104
1776870379.043825626,1776870379.043834925,ideal,1776870378.654999971,1776870378.945548534,0.096755743,0.160421610,0.096755743,0.290548563,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.040736776,0.463080049,-0.000575243,0.319499433,-0.000575243,0.000282414,-0.040652470,-0.463123030,0.000584310,-0.319497523,0.000575243,0.564105472,0.463123030,1,104
1776870379.094120741,1776870379.094134331,ideal,1776870378.654999971,1776870378.945548534,0.147050858,0.210716724,0.147050858,0.290548563,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.040736776,0.463080049,-0.000575243,0.319499433,-0.000575243,0.000282414,-0.040652470,-0.463123030,0.000584310,-0.319497523,0.000575243,0.564105472,0.463123030,1,104
1776870379.143854380,1776870379.143865108,ideal,1776870378.654999971,1776870378.945548534,0.196784496,0.260450363,0.196784496,0.290548563,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.040736776,0.463080049,-0.000575243,0.319499433,-0.000575243,0.000282414,-0.040652470,-0.463123030,0.000584310,-0.319497523,0.000575243,0.564105472,0.463123030,1,104
1776870379.193913698,1776870379.193924189,ideal,1776870378.654999971,1776870379.147163153,0.044799328,0.310509682,0.044799328,0.492163181,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.040543113,0.455166608,0.000191748,0.317262381,-0.000575243,0.000282414,-0.040458807,-0.455209590,-0.000182681,-0.317260472,0.000575243,0.556333835,0.455209590,1,105
1776870379.243777514,1776870379.243784904,ideal,1776870378.654999971,1776870379.147163153,0.094663143,0.360373497,0.094663143,0.492163181,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.040543113,0.455166608,0.000191748,0.317262381,-0.000575243,0.000282414,-0.040458807,-0.455209590,-0.000182681,-0.317260472,0.000575243,0.556333835,0.455209590,1,105
1776870379.293825388,1776870379.293835163,ideal,1776870378.654999971,1776870379.147163153,0.144711018,0.410421371,0.144711018,0.492163181,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.040543113,0.455166608,0.000191748,0.317262381,-0.000575243,0.000282414,-0.040458807,-0.455209590,-0.000182681,-0.317260472,0.000575243,0.556333835,0.455209590,1,105
1776870379.343951464,1776870379.343965054,ideal,1776870378.654999971,1776870379.147163153,0.194837093,0.460547447,0.194837093,0.492163181,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.040543113,0.455166608,0.000191748,0.317262381,-0.000575243,0.000282414,-0.040458807,-0.455209590,-0.000182681,-0.317260472,0.000575243,0.556333835,0.455209590,1,105
1776870379.393824816,1776870379.393835068,ideal,1776870378.654999971,1776870379.348815680,0.042783022,0.510420799,0.042783022,0.693815708,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.033007432,0.368889779,0.000383495,0.252148092,-0.000575243,0.000282414,-0.032923126,-0.368932760,-0.000374428,-0.252146182,0.000575243,0.448077629,0.368932760,1,106
1776870379.444083929,1776870379.444098234,ideal,1776870378.654999971,1776870379.348815680,0.093042135,0.560679913,0.093042135,0.693815708,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.033007432,0.368889779,0.000383495,0.252148092,-0.000575243,0.000282414,-0.032923126,-0.368932760,-0.000374428,-0.252146182,0.000575243,0.448077629,0.368932760,1,106
1776870379.493945360,1776870379.493958235,ideal,1776870378.654999971,1776870379.348815680,0.142903566,0.610541344,0.142903566,0.693815708,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.033007432,0.368889779,0.000383495,0.252148092,-0.000575243,0.000282414,-0.032923126,-0.368932760,-0.000374428,-0.252146182,0.000575243,0.448077629,0.368932760,1,106
1776870379.544103622,1776870379.544119358,ideal,1776870378.654999971,1776870379.348815680,0.193061829,0.660699606,0.193061829,0.693815708,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.033007432,0.368889779,0.000383495,0.252148092,-0.000575243,0.000282414,-0.032923126,-0.368932760,-0.000374428,-0.252146182,0.000575243,0.448077629,0.368932760,1,106
1776870379.593768358,1776870379.593776941,ideal,1776870378.654999971,1776870379.550437212,0.042039633,0.710364342,0.042039633,0.895437241,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.023895586,0.267321080,0.001342233,0.185196221,-0.000575243,0.000282414,-0.023811280,-0.267364061,-0.001333166,-0.185194311,0.000575243,0.326112924,0.267364061,1,107
1776870379.643928528,1776870379.643940687,ideal,1776870378.654999971,1776870379.550437212,0.092199802,0.760524511,0.092199802,0.895437241,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.023895586,0.267321080,0.001342233,0.185196221,-0.000575243,0.000282414,-0.023811280,-0.267364061,-0.001333166,-0.185194311,0.000575243,0.326112924,0.267364061,1,107
1776870379.694103241,1776870379.694117308,ideal,1776870378.654999971,1776870379.550437212,0.142374516,0.810699224,0.142374516,0.895437241,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.023895586,0.267321080,0.001342233,0.185196221,-0.000575243,0.000282414,-0.023811280,-0.267364061,-0.001333166,-0.185194311,0.000575243,0.326112924,0.267364061,1,107
1776870379.744023085,1776870379.744061708,ideal,1776870378.654999971,1776870379.550437212,0.192294359,0.860619068,0.192294359,0.895437241,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,-0.000278034,0.023895586,0.267321080,0.001342233,0.185196221,-0.000575243,0.000282414,-0.023811280,-0.267364061,-0.001333166,-0.185194311,0.000575243,0.326112924,0.267364061,1,107
