wall_time_s,ros_time_s,network_profile,twin_stamp_s,real_stamp_s,aoi_s,aoi_twin_s,aoi_real_s,msg_dt_s,twin_joint1,twin_joint2,twin_joint3,twin_joint4,twin_joint5,twin_joint6,real_joint1,real_joint2,real_joint3,real_joint4,real_joint5,real_joint6,err_joint1,err_joint2,err_joint3,err_joint4,err_joint5,err_joint6,err_l2_rad,err_max_rad,n_twin,n_real
1777126840.289787054,1777126840.289793491,ideal,1777126840.119999886,1777126840.181723595,0.106681347,0.005684137,0.106681347,0.061723709,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,0.394127607,0.160513833,0.451122671,2.799515009,-0.352256328,-2.752536774,-0.394123227,-0.160429527,-0.451165653,-2.799505942,0.352258238,2.752536774,3.990288119,2.799505942,1,123
1777126840.339092493,1777126840.339100838,ideal,1777126840.119999886,1777126840.181723595,0.155986786,0.054989576,0.155986786,0.061723709,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,0.394127607,0.160513833,0.451122671,2.799515009,-0.352256328,-2.752536774,-0.394123227,-0.160429527,-0.451165653,-2.799505942,0.352258238,2.752536774,3.990288119,2.799505942,1,123
1777126840.389109135,1777126840.389119625,ideal,1777126840.119999886,1777126840.383239031,0.004513264,0.105006218,0.004513264,0.263239145,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,0.394127607,0.160513833,0.451122671,2.799515009,-0.352256328,-2.752536774,-0.394123227,-0.160429527,-0.451165653,-2.799505942,0.352258238,2.752536774,3.990288119,2.799505942,1,124
1777126840.439043999,1777126840.439051151,ideal,1777126840.119999886,1777126840.383239031,0.054448128,0.154941082,0.054448128,0.263239145,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,0.394127607,0.160513833,0.451122671,2.799515009,-0.352256328,-2.752536774,-0.394123227,-0.160429527,-0.451165653,-2.799505942,0.352258238,2.752536774,3.990288119,2.799505942,1,124
1777126840.489092350,1777126840.489098787,ideal,1777126840.119999886,1777126840.383239031,0.104496479,0.204989433,0.104496479,0.263239145,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,0.394127607,0.160513833,0.451122671,2.799515009,-0.352256328,-2.752536774,-0.394123227,-0.160429527,-0.451165653,-2.799505942,0.352258238,2.752536774,3.990288119,2.799505942,1,124
1777126840.539034843,1777126840.539041042,ideal,1777126840.119999886,1777126840.383239031,0.154438972,0.254931927,0.154438972,0.263239145,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,0.394127607,0.160513833,0.451122671,2.799515009,-0.352256328,-2.752536774,-0.394123227,-0.160429527,-0.451165653,-2.799505942,0.352258238,2.752536774,3.990288119,2.799505942,1,124
1777126840.588917017,1777126840.588921547,ideal,1777126840.119999886,1777126840.584616899,0.003304482,0.304814100,0.003304482,0.464617014,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,0.391558170,0.159890652,0.447972238,2.788777113,-0.352016628,-2.735279560,-0.391553790,-0.159806346,-0.448015220,-2.788768046,0.352018538,2.735279560,3.970197553,2.788768046,1,125
1777126840.639178753,1777126840.639184713,ideal,1777126840.119999886,1777126840.584616899,0.053566217,0.355075836,0.053566217,0.464617014,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,0.391558170,0.159890652,0.447972238,2.788777113,-0.352016628,-2.735279560,-0.391553790,-0.159806346,-0.448015220,-2.788768046,0.352018538,2.735279560,3.970197553,2.788768046,1,125
1777126840.689075947,1777126840.689083338,ideal,1777126840.119999886,1777126840.584616899,0.103463411,0.404973030,0.103463411,0.464617014,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,0.391558170,0.159890652,0.447972238,2.788777113,-0.352016628,-2.735279560,-0.391553790,-0.159806346,-0.448015220,-2.788768046,0.352018538,2.735279560,3.970197553,2.788768046,1,125
1777126840.739326000,1777126840.739336491,ideal,1777126840.119999886,1777126840.584616899,0.153713465,0.455223083,0.153713465,0.464617014,0.000004380,0.000084306,-0.000042982,0.000009067,0.000001910,0.000000000,0.391558170,0.159890652,0.447972238,2.788777113,-0.352016628,-2.735279560,-0.391553790,-0.159806346,-0.448015220,-2.788768046,0.352018538,2.735279560,3.970197553,2.788768046,1,125
